amendment,amendment_label,rank,score,chunk_id,document_id,title,author,date,source_collection,source_url,preview
1,First Amendment,14,4,new_york_ratification_1788_0002,new_york_ratification_1788,New York Ratification and Circular Letter,New York Ratifying Convention,1788-07-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratny.asp,"That (except in the Government of the Land and Naval Forces, and of the Militia when in actual Service, and in cases of Impeachment) a Presentment or Indictment by a Grand Jury ought to be observed as a necessary preliminary ..."
1,First Amendment,15,4,congressional_debates_bill_of_rights_1789_0000,congressional_debates_bill_of_rights_1789,Congressional Debates on the Bill of Rights,United States Congress,1789,bill_of_rights,https://memory.loc.gov/ammem/amlaw/lwac.html,"CONGRESSIONAL DEBATES ON THE BILL OF RIGHTS 1789 LEGISLATIVE TIMELINE AND PROCESS JUNE 8, 1789: MADISON'S INTRODUCTION On June 8, 1789, James Madison introduced his proposed amendments to the House of Representatives. His initial proposals consisted of nine amendment articles, ..."
1,First Amendment,16,4,farrand_records_vol_1_0686,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"of the United States to assemble in Convention at the Gty of Phil- adelphia in the Month of May next or as soon thereafter as may be, and to join with such Deputies or Commissioners (they being duly authorized and ..."
1,First Amendment,17,4,farrand_records_vol_1_0707,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"(The 5th article, declaring that individual States shall not exer- cise certain powers, is founded on the same principles as the 6th of the confederation.) No State to make Treaties — lay interfering Duties — keep a naval or land ..."
1,First Amendment,18,4,farrand_records_vol_2_0691,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"of the United States to assemble in Convention at the City of Phil- adelphia in the Month of May next or as soon thereafter as may be, and to join with such Deputies or Commissioners (they being duly authorized and ..."
1,First Amendment,19,4,farrand_records_vol_2_0712,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"(The 5th article, declaring that individual States shall not exer- cise certain powers, is founded on the same principles as the 6th of the confederation.) No State to make Treaties — lay interfering Duties — keep a naval or land ..."
1,First Amendment,20,4,farrand_records_vol_3_0691,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,APPENDIX B of the United States to assemble in Convention at the City of Phil- adelphia in the Month of May next or as soon thereafter as may be and to join with such Deputies or Commissioners (they being duly ...
1,First Amendment,21,4,farrand_records_vol_3_0712,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"3 Pinckney was opposed to impeachment on July 20. See Records of that date. 4 Confirmed by Observations. Cf. Records of June 6. APPENDIX D 607 criminal offender shall be complied with. It is now confined to treason, felony, or ..."
1,First Amendment,22,4,madison_letters_vol_1_0556,madison_letters_vol_1,"Letters and Other Writings of James Madison, Volume 1",James Madison,1769-1793,founders_correspondence,https://archive.org/download/lettersandotherw01madiiala/lettersandotherw01madiiala_djvu.txt,"The petition relating to the Militia bill contains nothing that makes it improper for me to present it. I shall, therefore, read- ily comply with your desire on that subject. I am not satisfied that I am equally at liberty ..."
1,First Amendment,23,4,madison_letters_vol_2_0127,madison_letters_vol_2,"Letters and Other Writings of James Madison, Volume 2",James Madison,1794-1815,founders_correspondence,https://archive.org/download/lettersandotherw02madiiala/lettersandotherw02madiiala_djvu.txt,"Resolutions have passed for carrying into effect the Spanish, Indian, and Algerine Treaties. The British is now depending. I inclose the proposition in which the opponents of it will unite. According to present calculation, this proposition will be car- ried ..."
1,First Amendment,24,4,madison_letters_vol_4_0614,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"the Executive, is under limitations of power. Encroachments are regarded as possible from the one as well as from the other. Hence, in the United States the great and essential rights of the people are secured against legislative as ■well ..."
1,First Amendment,25,4,hamilton_works_vol_1_0112,hamilton_works_vol_1,"The Works of Alexander Hamilton, Volume 1",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof01hamirich/alexanderworksof01hamirich_djvu.txt,"They solicited the king for a redress of grievances, but justly concluding from past experience, from the behavior and declarations of the majority in both Houses of Parliament, and from the known character and avowed designs of the minister, that ..."
1,First Amendment,26,4,hamilton_works_vol_6_0331,hamilton_works_vol_6,"The Works of Alexander Hamilton, Volume 6",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander06hamirich/ofalexander06hamirich_djvu.txt,"P. S. — In five minutes I set out for Philadelphia. MILITARY PAPERS MILITARY PAPERS MILITARY PEACE ESTABLISHMENT f 1783- BEFORE any plan can, with propriety, be deter mined or a military peace establishment, it is necessary to ascertain what ..."
1,First Amendment,27,4,washington_writings_vol_2_0395,washington_writings_vol_2,"The Writings of George Washington, Volume 2",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth02washrich/georgefordworth02washrich_djvu.txt,"When I have considered these Disputes I have often wished to know the sen timents of the first settlers here. In Capt. Smith's History there is mention of Taxes by the Parliament, and some one in Virginia makes the same ..."
1,First Amendment,28,4,jefferson_writings_vol_5_0360,jefferson_writings_vol_5,"The Writings of Thomas Jefferson, Volume 5",Thomas Jefferson,1793-1798,founders_correspondence,https://www.gutenberg.org/cache/epub/53767/pg53767.txt,"SIR,--In answer to the petition which you delivered me from the officers of merchant vessels belonging to Philadelphia, I must premise my sincere regret at the sacrifices which our fellow citizens generally, and the petitioners in particular, have been obliged ..."
1,First Amendment,29,4,jefferson_writings_vol_5_0366,jefferson_writings_vol_5,"The Writings of Thomas Jefferson, Volume 5",Thomas Jefferson,1793-1798,founders_correspondence,https://www.gutenberg.org/cache/epub/53767/pg53767.txt,"DEAR SIR,--Your two letters of the 2d instant were read yesterday afternoon, and I now return you Penniman's and Gray's papers, and the New Orleans petition. Penniman's conduct deserves marked approbation, and there should be no hesitation about the expenses ..."
1,First Amendment,30,4,jefferson_writings_vol_5_0368,jefferson_writings_vol_5,"The Writings of Thomas Jefferson, Volume 5",Thomas Jefferson,1793-1798,founders_correspondence,https://www.gutenberg.org/cache/epub/53767/pg53767.txt,"I put entirely out of sight, as having no bearing on this case, everything which passed prior to the receipt of the circular of July 1st, and consider the case as beginning _de novo_ then, and under that circular. The ..."
2,Second Amendment,1,13,madison_letters_vol_3_0043,madison_letters_vol_3,"Letters and Other Writings of James Madison, Volume 3",James Madison,1816-1828,founders_correspondence,https://archive.org/download/lettersotherwrit03madi/lettersotherwrit03madi_djvu.txt,"tt ti ii It ii ii M it ii CONTENTS OF VOL. III. xli PAGE. 1824. — Continued. President Madison to Secretary of State. June 3, 1814 . . - 403 "" "" '' Secretary of the Treasury. June 3, ..."
2,Second Amendment,2,11,henry_speeches_virginia_1788_0380,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"the great thing to be dreaded is that, during an insurrection, the militia will be called out from the state. This is his kind of argument. Is it possible that, at such a time, the general government would order the ..."
2,Second Amendment,3,11,farrand_records_vol_1_0244,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"[54] For this extraordinary provision, by which the militia^ the only defence and protection which the State can have for the security of their rights against arbitrary encroachments of the general govern- ment, is taken entirely out of the power ..."
2,Second Amendment,4,11,farrand_records_vol_2_0244,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"[54] For this extraordinary provision, by which the militia^ the only defence and protection which the State can have for the security of their rights against arbitrary encroachments of the general govern^ ment, is taken entirely out of the power ..."
2,Second Amendment,5,11,farrand_records_vol_3_0244,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"[54] For this extraordinary provision, by which the militia , the only defence and protection which the State can have for the security of their rights against arbitrary encroachments of the general govern- ment , is taken entirely out of ..."
2,Second Amendment,6,11,madison_debates_complete_avalon_0502,madison_debates_complete_avalon,Madison Debates Complete Avalon Collection,James Madison,1787-05-14/1787-09-17,madisons_notes,https://avalon.law.yale.edu/subject_menus/debcont.asp,"Mr. ELSEWORTH was for going as far in submitting the militia to the Genl. Government as might be necessary, but thought the motion of Mr. Mason went too far. He moved that the militia should have the same arms & ..."
2,Second Amendment,7,10,congressional_debates_bill_of_rights_1789_0001,congressional_debates_bill_of_rights_1789,Congressional Debates on the Bill of Rights,United States Congress,1789,bill_of_rights,https://memory.loc.gov/ammem/amlaw/lwac.html,"SECOND AMENDMENT - RIGHT TO BEAR ARMS Madison's original formulation stated: ""The right of the people to keep and bear arms shall not be infringed; a well armed and well regulated militia being the best security of a free country: ..."
2,Second Amendment,8,10,madison_letters_vol_3_0044,madison_letters_vol_3,"Letters and Other Writings of James Madison, Volume 3",James Madison,1816-1828,founders_correspondence,https://archive.org/download/lettersotherwrit03madi/lettersotherwrit03madi_djvu.txt,"President Madison to Secretary Armstrong. August 10, 1814 - - 415 President Madison's note to Secretary Armstrong on letters, &c., with a memorandum of the Secretary. August 12, 1814 . - - 416 President Madison's note to Secretary Armstrong on ..."
2,Second Amendment,9,9,farrand_records_vol_1_0123,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"The exclusive right of establishing regulations for the Govern- ment of the Militia of the United States, ought certainly to be ve8[t]ed in the Federal Councils. As standing Armies are contrary to the Constitutions of most of the States, and ..."
2,Second Amendment,10,9,farrand_records_vol_1_0245,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"an open avowal of those reasons, by which we believed before that they were actuated. They said, that, as the States would be opposed to the general government, and at enmity with it, which, as I have already observed, they ..."
2,Second Amendment,11,9,farrand_records_vol_2_0123,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"The exclusive right of establishing regulations for the Govern- ment of the Militia of the United States, ought certainly to be ve8[t]ed in the Federal Councils. As standing Armies are contrary to the Constitutions of most of the States, and ..."
2,Second Amendment,12,9,farrand_records_vol_2_0245,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"an open avowal of those reasons, by which we believed before that they were actuated. They said, that, as the States would be opposed to the general government, and at enmity with it, which, as I have already observed, they ..."
2,Second Amendment,13,9,farrand_records_vol_3_0123,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"The exclusive right of establishing regulations for the Govern- ment of the Militia of the United States, ought certainly to be ves[t]ed in the Federal Councils. As standing Armies are contrary to the Constitutions of most of the States, and ..."
2,Second Amendment,14,9,farrand_records_vol_3_0245,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"an open avowal of those reasons, by which we believed before that they were actuated. They said, that, as the States would be opposed to the general government, and at enmity with it, which, as I have already observed, they ..."
2,Second Amendment,15,9,madison_debates_complete_avalon_0534,madison_debates_complete_avalon,Madison Debates Complete Avalon Collection,James Madison,1787-05-14/1787-09-17,madisons_notes,https://avalon.law.yale.edu/subject_menus/debcont.asp,N. H. no. Mas no. Ct. no. N. J. ay. P. no. Del. no. Maryd. ay. Va. no. N. C. no. S. C. no. Geo. ay. Mr. ELSWORTH & Mr. SHERMAN moved to postpone the 2d. clause in favor of ...
2,Second Amendment,16,8,north_carolina_ratification_1789_0002,north_carolina_ratification_1789,North Carolina Ratification and Declaration of Rights,North Carolina Convention,1789-11-21,anti_federalist,https://avalon.law.yale.edu/18th_century/ratnc.asp,"14. That every freeman has a right to be secure from all unreasonable searches, and seizures of his person, his papers, and property: all warrants therefore to search suspected places, or seize any freeman, his papers or property, without information ..."
2,Second Amendment,17,8,henry_speeches_virginia_1788_0306,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"a war is necessary for the benefit of the nation, the means of carrying it on are never denied. If any unjust requisition be made on Parliament, it will be, as it ought to be, refused. The same principle ought ..."
2,Second Amendment,18,8,henry_speeches_virginia_1788_0377,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"and consume our time in verbal criticism, we shall never put an end to the business. Mr. GEORGE MASON. Mr. Chairman, a worthy member has asked who are the militia, if they be not the people of this country, and ..."
2,Second Amendment,19,8,virginia_ratification_1788_0004,virginia_ratification_1788,Virginia Ratification and Recommended Amendments,Virginia Ratifying Convention,1788-06-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratva.asp,"to be violated. Seventeenth, That the people have a right to keep and bear arms; that a well regulated Militia composed of the body of the people trained to arms is the proper, natural and safe defence of a free ..."
2,Second Amendment,20,8,federalist_lxxxv_0164,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,"The power of regulating the militia, and of commanding its services in times of insurrection and invasion are natural incidents to the duties of superintending the common defense, and of watching over the internal peace of the Confederacy. It requires ..."
2,Second Amendment,21,8,federalist_lxxxv_0305,federalist_lxxxv,Federalist No. Lxxxv. Concluding Remarks,Alexander Hamilton,1787-10-27/1788-05-28,federalist_papers,https://www.gutenberg.org/cache/epub/18/pg18.txt,"Extravagant as the supposition is, let it however be made. Let a regular army, fully equal to the resources of the country, be formed; and let it be entirely at the devotion of the federal government; still it would not ..."
2,Second Amendment,22,8,hamilton_works_vol_6_0257,hamilton_works_vol_6,"The Works of Alexander Hamilton, Volume 6",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander06hamirich/ofalexander06hamirich_djvu.txt,"What in this state of things is proper to be done? The President has, with the advice of the heads of departments and the Attorney-General, caused to be submitted all the evidence of the foregoing facts to the consideration of ..."
2,Second Amendment,23,8,madison_debates_complete_avalon_0503,madison_debates_complete_avalon,Madison Debates Complete Avalon Collection,James Madison,1787-05-14/1787-09-17,madisons_notes,https://avalon.law.yale.edu/subject_menus/debcont.asp,Mr. MADISON thought the regulation of the Militia naturally appertaining to the authority charged with the public defence. It did not seem in its nature to be divisible between two distinct authorities. If the States would trust the Genl. Govt. ...
2,Second Amendment,24,8,madison_debates_complete_avalon_0533,madison_debates_complete_avalon,Madison Debates Complete Avalon Collection,James Madison,1787-05-14/1787-09-17,madisons_notes,https://avalon.law.yale.edu/subject_menus/debcont.asp,"Madison Debates August 23 Madison Debates Contents Tuesday August 23, 1787 IN CONVENTION The Report of the Committee of Eleven made Aug: 21. being taken up, and the following clause being under consideration to wit ""To make laws for organizing, ..."
2,Second Amendment,25,7,henry_speeches_virginia_1788_0157,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"I have had different experience of their service from that of the honorable gentleman. It was my fortune to be a soldier of my country. In the discharge of my duty, I knew the worth of militia. I have seen ..."
2,Second Amendment,26,7,henry_speeches_virginia_1788_0316,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"we shall have such checks interposed as will render us secure. The militia, sir, is our ultimate safety. We can have no security without it. But then, he says that the power of arming and organizing the militia is concurrent, ..."
2,Second Amendment,27,7,henry_speeches_virginia_1788_0317,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"them, as well as Congress, if the power be concurrent? so that our militia shall have two sets of arms, double sets of regimentals, &c.; and thus, at a very great cost, we shall be doubly armed. The great object ..."
2,Second Amendment,28,7,henry_speeches_virginia_1788_0322,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"an adequate share. But, if you confine yourselves to militia alone, the poor man is oppressed. The rich man exempts himself by furnishing a substitute. And, although it be oppressive to the poor, it is not advantageous to the rich? ..."
2,Second Amendment,29,7,henry_speeches_virginia_1788_0365,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"GRAYSON, in reply to Mr. Corbin, said he was mistaken when he produced the 4th section of the 4th article, to prove that the state governments had a right to intermeddle with the militia. He was of opinion that a ..."
2,Second Amendment,30,7,farrand_records_vol_2_0503,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"When, in framing the Constitution, we restricted so closely the power of government over our fellow citizens of the militia, it was not because we supposed there would ever be a Congress so mad as to attempt tyrannizing over the ..."
3,Third Amendment,1,13,hamilton_works_vol_9_0118,hamilton_works_vol_9,"The Works of Alexander Hamilton, Volume 9",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander09hamirich/ofalexander09hamirich_djvu.txt,"that State, by contributions from the owners, in proportion to the number they possess. If you should think proper to enter upon the subject with him, he will give you a detail of his plan. He wishes to have it ..."
3,Third Amendment,2,11,hamilton_works_vol_7_0088,hamilton_works_vol_7,"The Works of Alexander Hamilton, Volume 7",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander07hamirich/ofalexander07hamirich_djvu.txt,"First, as to compensation or allowances to serv- ants not soldiers. It appears to me a clear point, that the resolution of Congress of March, 1780, is not in force, and consequently cannot be an authority for such allowances. There ..."
3,Third Amendment,3,10,hamilton_works_vol_3_0101,hamilton_works_vol_3,"The Works of Alexander Hamilton, Volume 3",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof03hamirich/alexanderworksof03hamirich_djvu.txt,"Deferred, from . . .8s. 6d. to gs. \d. SECOND QUARTER OF 1791 Six per cents from . .175. to 17$. gd. Three per cents from . . gs. to xos. Deferred, from . . . 8s. i id. to ..."
3,Third Amendment,4,10,washington_writings_vol_7_0301,washington_writings_vol_7,"The Writings of George Washington, Volume 7",George Washington,1745-1799,founders_correspondence,https://archive.org/download/writingsofgwash07washuoft/writingsofgwash07washuoft_djvu.txt,"' "" I am exceedingly sorry to find by a letter from General Vamum of the 29th ulto., That a spirit of Mutiny has made its appearance among the troops under your command. I am convinced this does not originate ..."
3,Third Amendment,5,9,washington_writings_vol_1_0284,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"Our soldiers complain, that their pay is insufficient, even to furnish shoes, shirts, stockings, &c, which their officers, in order to keep them fit for duty, oblige them to provide. This, they say, deprives them of the means of purchasing ..."
3,Third Amendment,6,9,washington_writings_vol_1_0375,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"No regular provision is established for the maimed and wounded, which is a discouraging reflection, and grievously complained of. The soldiers justly ob serve, that the result of bravery is often a broken leg, arm, or incurable wound ; and ..."
3,Third Amendment,7,9,washington_writings_vol_1_0376,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"situation of the soldiers,) induced the Committee, to whom those addresses were presented, to send for clothing, &c. These were to have been here by the middle of October, but no advice is received of them yet, which gives the ..."
3,Third Amendment,8,9,washington_writings_vol_4_0175,washington_writings_vol_4,"The Writings of George Washington, Volume 4",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth04washrich/georgefordworth04washrich_djvu.txt,"Upon your arrival in Albany, you will consult with general Schuyler, in regard to the present state of provisions and stores, and fix upon some certain means of forwarding the regular sup plies in future from that place. At the ..."
3,Third Amendment,9,8,washington_writings_vol_1_0283,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"The inconveniences that arise from paying the sol diers in large bills, are not to be conceived. We are obliged afterwards to give the pay of two or three soldiers to one man. He, ten to one, drinks, games, or ..."
3,Third Amendment,10,8,washington_writings_vol_1_0287,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"I then should know what I was about, and I could do it without hesitation or fear, and, am convinced, to the satisfaction and interest of the country. As the case now stands, we are upon such odd establishment, under ..."
3,Third Amendment,11,8,washington_writings_vol_1_0410,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"You are also to hold me duly advised of all material occur rences in your Quarter. You are not to give furloughs to more than one Soldier at a time, unless some particular cause requires it, and then you are ..."
3,Third Amendment,12,8,washington_writings_vol_4_0030,washington_writings_vol_4,"The Writings of George Washington, Volume 4",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth04washrich/georgefordworth04washrich_djvu.txt,"'' The General being informed that many of the Houses taken up for barracks, are much abused by the Soldiers, which is a Grievance that might be prevented, by the Officers paying a proper attention to their duty, and more ..."
3,Third Amendment,13,8,washington_writings_vol_4_0197,washington_writings_vol_4,"The Writings of George Washington, Volume 4",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth04washrich/georgefordworth04washrich_djvu.txt,"I observe the augmentation Congress have resolved to make to the forces destined for the Northern de partment and the bounty to be allowed such Soldiers as will Inlist for three years. I hope many good con- 1 "" Officers ..."
3,Third Amendment,14,8,washington_writings_vol_6_0360,washington_writings_vol_6,"The Writings of George Washington, Volume 6",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth06washrich/georgefordworth06washrich_djvu.txt,"1 ""The Commander in Chief again takes occasion to return his warmest thanks to the virtuous officers and soldiery of this army, for that persevering fidelity and zeal which they have uniformly manifested in all their conduct. Their fortitude, not ..."
3,Third Amendment,15,8,jefferson_writings_vol_7_0495,jefferson_writings_vol_7,"The Writings of Thomas Jefferson, Volume 7",Thomas Jefferson,1803-1807,founders_correspondence,https://www.gutenberg.org/cache/epub/56035/pg56035.txt,"What is to be done? The right of the general government is, in my opinion, to be maintained. The case is sound, and the means of doing it as practicable as can ever occur. But respect and friendship should, I ..."
3,Third Amendment,16,8,jefferson_writings_vol_7_0620,jefferson_writings_vol_7,"The Writings of Thomas Jefferson, Volume 7",Thomas Jefferson,1803-1807,founders_correspondence,https://www.gutenberg.org/cache/epub/56035/pg56035.txt,"[31] ""Nobody, therefore, is prohibited from landing on the sea shore, walking there, or mooring their vessel there, so nevertheless that they keep out of the villas, that is, the habitations, monuments, and public buildings, erected there, and do them ..."
3,Third Amendment,17,7,hamilton_works_vol_4_0285,hamilton_works_vol_4,"The Works of Alexander Hamilton, Volume 4",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof04hamirich/alexanderworksof04hamirich_djvu.txt,"This is a principle so obvious in itself, that it does not stand in need of confirmation from authorities; yet the following passage from VATEL, as to one of the points included in the case, is so pertinent and forcible, ..."
3,Third Amendment,18,7,hamilton_works_vol_7_0098,hamilton_works_vol_7,"The Works of Alexander Hamilton, Volume 7",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander07hamirich/ofalexander07hamirich_djvu.txt,"The latter are of the competency of the inspector- 150 Alexander Hamilton general, who will proceed without delay to make the appointments. If the non-appointment of the quartermaster- general, provided for by the Act of the 3d of March last ..."
3,Third Amendment,19,7,washington_writings_vol_1_0178,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"The method I would recommend is, for the country to provide these things, and lodge them, or a conve nient part thereof, in the hands of the quartermaster, who may be appointed to receive and deliver them to the soldiers, ..."
3,Third Amendment,20,7,washington_writings_vol_1_0185,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"a law to enforce the military law in all its parts,1 that I must, with great regret, decline the honour that has been so generously intended me, and for this only reason I do it — the foreknowledge 1 have ..."
3,Third Amendment,21,7,washington_writings_vol_1_0254,washington_writings_vol_1,"The Writings of George Washington, Volume 1",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth01washrich/georgefordworth01washrich_djvu.txt,"28o THE WRITINGS OF [1756 I imagine few others can assign any reason, why we should pretend to quit that which by long experience has been found the best, to introduce one quite insufficient. There are now in town about ..."
3,Third Amendment,22,7,washington_writings_vol_10_0242,washington_writings_vol_10,"The Writings of George Washington, Volume 10",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth10washrich/georgefordworth10washrich_djvu.txt,"While I suffer the most poignant distress, in observ ing that a handful of men, contemptible in numbers, and equally so in point of service (if the veteran troops from the southward have not been seduced by their example), and ..."
