amendment,amendment_label,rank,score,chunk_id,document_id,title,author,date,source_collection,source_url,preview
3,Third Amendment,23,7,washington_writings_vol_3_0296,washington_writings_vol_3,"The Writings of George Washington, Volume 3",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth03washrich/georgefordworth03washrich_djvu.txt,"ties here at great trouble and expense. At any rate, my time will not allow me to be a competent judge of this business. I must also beg the favor of you, to urge the necessity of appointing a brigadier-general ..."
3,Third Amendment,24,7,washington_writings_vol_3_0323,washington_writings_vol_3,"The Writings of George Washington, Volume 3",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth03washrich/georgefordworth03washrich_djvu.txt,"In all other matters relative to the execution of the general plan you are going upon, your own judgment (as it is impossible with propriety to give particular directions), and the advice of those whom you have reason to believe ..."
3,Third Amendment,25,7,washington_writings_vol_3_0329,washington_writings_vol_3,"The Writings of George Washington, Volume 3",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth03washrich/georgefordworth03washrich_djvu.txt,""" His Excellency the commander in Chief, having been pleased to order an Advertisement in the several newspapers of this, and the adjoining Colonies commanding ' all officers, non-commissioned Officers and Soldiers now absent upon any leave or pretence whatsoever ..."
3,Third Amendment,26,7,washington_writings_vol_3_0388,washington_writings_vol_3,"The Writings of George Washington, Volume 3",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth03washrich/georgefordworth03washrich_djvu.txt,"To bring men [to be] well acquainted with the duties of a soldier, requires time. To bring them under proper discipline and subordination, not only requires time, but is a work of great difficulty, and, in this army, where there ..."
3,Third Amendment,27,7,washington_writings_vol_4_0061,washington_writings_vol_4,"The Writings of George Washington, Volume 4",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth04washrich/georgefordworth04washrich_djvu.txt,"I mean, through you, to do myself the honor of laying before Congress a copy of an address trans mitted to them some time ago by the Assembly of Rhode Island, which Governor Cooke favored me 1 "" All Officers, ..."
3,Third Amendment,28,7,washington_writings_vol_6_0247,washington_writings_vol_6,"The Writings of George Washington, Volume 6",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth06washrich/georgefordworth06washrich_djvu.txt,"We find gentlemen, without knowing whether the army was really going into winter-quarters or not (for I am sure no resolution of mine would warrant the Remonstrance), reprobating the measure as much as if they thought the soldiers were made ..."
3,Third Amendment,29,7,washington_writings_vol_6_0309,washington_writings_vol_6,"The Writings of George Washington, Volume 6",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth06washrich/georgefordworth06washrich_djvu.txt,"Who may be in contemplation to fill the place of Quarter Master General is as yet to me unknown, and equally indifferent, provided he be a fit person. But in making the appointment, not a moment's time should be lost. ..."
3,Third Amendment,30,7,washington_writings_vol_7_0319,washington_writings_vol_7,"The Writings of George Washington, Volume 7",George Washington,1745-1799,founders_correspondence,https://archive.org/download/writingsofgwash07washuoft/writingsofgwash07washuoft_djvu.txt,"I am every now and then embarrassed by disputes between the officers and Inhabitants, which generally originate from the latter coming into camp with liquor, selling it to the Soldiers, and, as the officers allege, taking clothing, provisions, or accoutrements ..."
4,Fourth Amendment,1,6,hamilton_works_vol_3_0050,hamilton_works_vol_3,"The Works of Alexander Hamilton, Volume 3",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof03hamirich/alexanderworksof03hamirich_djvu.txt,"These points then were to be effected: a payment of the subscription money, to vest the Government with the property of the stock; possession of the means of paying it, which were to be derived from the foreign fund, and ..."
4,Fourth Amendment,2,5,new_york_ratification_1788_0002,new_york_ratification_1788,New York Ratification and Circular Letter,New York Ratifying Convention,1788-07-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratny.asp,"That (except in the Government of the Land and Naval Forces, and of the Militia when in actual Service, and in cases of Impeachment) a Presentment or Indictment by a Grand Jury ought to be observed as a necessary preliminary ..."
4,Fourth Amendment,3,5,anti_federalist_positions_bill_of_rights_0002,anti_federalist_positions_bill_of_rights,Anti-Federalist Positions and Bill of Rights Influence,Various Anti-Federalist Writers,1787-1791,bill_of_rights,https://constitution.org/1-Constitution/afp/afp.htm,"""No person shall be compelled to render military service in person if conscientiously opposed to bearing arms; nor shall any person be compelled to pay a tax to support the worship of any religion opposite to their conscientious belief."" 2. ..."
4,Fourth Amendment,4,5,bill_of_rights_original_text_1791_0000,bill_of_rights_original_text_1791,Bill of Rights - Original Text,United States Congress,1791-12-15,bill_of_rights,https://www.archives.gov/founding-docs/bill-of-rights-transcript,"THE BILL OF RIGHTS United States of America Ratified December 15, 1791 AMENDMENT I Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; ..."
4,Fourth Amendment,5,5,hamilton_works_vol_8_0066,hamilton_works_vol_8,"The Works of Alexander Hamilton, Volume 8",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander08hamirich/ofalexander08hamirich_djvu.txt,"That the commissioners of each subordinate office shall have the management of all sales, and the issu ing of warrants for all locations, in the tracts to be set apart for the accommodation of individual set tlers, subject to the ..."
4,Fourth Amendment,6,4,north_carolina_ratification_1789_0002,north_carolina_ratification_1789,North Carolina Ratification and Declaration of Rights,North Carolina Convention,1789-11-21,anti_federalist,https://avalon.law.yale.edu/18th_century/ratnc.asp,"14. That every freeman has a right to be secure from all unreasonable searches, and seizures of his person, his papers, and property: all warrants therefore to search suspected places, or seize any freeman, his papers or property, without information ..."
4,Fourth Amendment,7,4,hamilton_works_vol_3_0075,hamilton_works_vol_3,"The Works of Alexander Hamilton, Volume 3",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof03hamirich/alexanderworksof03hamirich_djvu.txt,"The direct object of all the sums drawn for, prior to July, 1792, was the purchase of the debt. A col lateral consideration, which operated in the first stages of drawing, has also been mentioned. It has likewise been stated ..."
4,Fourth Amendment,8,3,virginia_ratification_1788_0003,virginia_ratification_1788,Virginia Ratification and Recommended Amendments,Virginia Ratifying Convention,1788-06-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratva.asp,"between man and man, the ancient trial by Jury is one of the greatest Securities to the rights of the people, and ought to remain sacred and inviolable. Twelfth. That every freeman ought to find a certain remedy by recourse ..."
4,Fourth Amendment,9,3,madison_letters_vol_3_0449,madison_letters_vol_3,"Letters and Other Writings of James Madison, Volume 3",James Madison,1816-1828,founders_correspondence,https://archive.org/download/lettersotherwrit03madi/lettersotherwrit03madi_djvu.txt,"2. In pursuance of the authority given to the Treasury Department to pre- scribe the forms of rendering accounts, it wlis prescribed to the War Account- ant in 1Y92, and the rule referred to as in force as late as ..."
4,Fourth Amendment,10,3,hamilton_works_vol_1_0248,hamilton_works_vol_1,"The Works of Alexander Hamilton, Volume 1",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof01hamirich/alexanderworksof01hamirich_djvu.txt,"Sec. 8. The President, before he shall enter upon the execution of his office, shall take an oath or affirmation faithfully to execute the same, and to the utmost of his judgment and power to protect the rights of the ..."
4,Fourth Amendment,11,3,hamilton_works_vol_10_0060,hamilton_works_vol_10,"The Works of Alexander Hamilton, Volume 10",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander10hamirich/ofalexander10hamirich_djvu.txt,"The treasurer would by no means answer, because, as the keeper of the money, it is particularly essential that all the checks upon him should be maintained in full vigor, and the comptroller is the officer who, in the last ..."
4,Fourth Amendment,12,3,hamilton_works_vol_3_0125,hamilton_works_vol_3,"The Works of Alexander Hamilton, Volume 3",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof03hamirich/alexanderworksof03hamirich_djvu.txt,"4. Is any money now so deposited, and, if any, is the probable amount such as to render a present provision for a loan inexpedient or unnecessary? With much esteem, etc. THEODORE SEDGWICK. The Honorable the Secretary of the Treasury. ..."
4,Fourth Amendment,13,3,washington_writings_vol_10_0311,washington_writings_vol_10,"The Writings of George Washington, Volume 10",George Washington,1745-1799,founders_correspondence,https://archive.org/download/georgefordworth10washrich/georgefordworth10washrich_djvu.txt,"Another is, to know if I have any warrants in your hands unexecuted, it appearing from two bonds in my possession, one from a Capt. Roots,1 for 3000 acres ; the other from Lieut : (now, or lately the Revd. ..."
4,Fourth Amendment,14,2,centinel_essays_0001,centinel_essays,Centinel Essays (Anti-Federalist),"Centinel (Samuel Bryan, attributed)",1787-10-05/1788-04-09,anti_federalist,https://teachingamericanhistory.org/document/centinel-i/,"Source: Herbert J. Storing, ed., The Complete Anti-Federalist , vol. 2, 136-143. To the Freemen of Pennsylvania Friends, Countrymen and Fellow Citizens, Permit one of yourselves to put you in mind of certain liberties and privileges secured to you by ..."
4,Fourth Amendment,15,2,henry_speeches_virginia_1788_0505,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"Mr. HENRY, after observing that the proposal of ratification was premature, and that the importance of the subject required the most mature deliberation, proceeded thus: — The honorable member must forgive me for declaring my dissent from it; because, if ..."
4,Fourth Amendment,16,2,bill_of_rights_index_0000,bill_of_rights_index,Bill of Rights Index and Research Guide,Compiled Research Notes,1787-1791,bill_of_rights,https://github.com/timothyhartzog/Usa-constitution-orginal/blob/main/docs/BILL_OF_RIGHTS_README.md,"BILL OF RIGHTS COLLECTION INDEX Comprehensive Documentation for Research and RAG Building --- COLLECTION OVERVIEW This Bill of Rights collection provides comprehensive primary and secondary source materials documenting the historical development, debates, and ratification of the first ten amendments to ..."
4,Fourth Amendment,17,2,madison_speech_bill_of_rights_1789_06_08_0001,madison_speech_bill_of_rights_1789_06_08,James Madison's Speech Introducing Amendments to Congress,James Madison,1789-06-08,bill_of_rights,https://founders.archives.gov/documents/Madison/01-12-02-0126,"It will be proper, I think, to go on with this business immediately after the session opens. The public mind is wound up and agitated on this subject; and, so far as I can perceive, from the present correspondence with ..."
4,Fourth Amendment,18,2,farrand_records_vol_1_0725,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"§ 8. The President before he shall enter upon the execution of his office shall take an oath or affirmation, faithfully to execute the same, and to the utmost of his Judgment & power to protect the rights of the ..."
4,Fourth Amendment,19,2,farrand_records_vol_2_0730,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"§ 8. The President before he shall enter upon the execution of his office shall take an oath or affirmation, faithfully to execute the same, and to the utmost of his Judgment & power to protect the rights of the ..."
4,Fourth Amendment,20,2,farrand_records_vol_3_0730,farrand_records_vol_3,"The Records of the Federal Convention of 1787, Volume 3",Max Farrand,1787-02-21/1787-09-17,farrands_records,https://archive.org/download/in.ernet.dli.2015.58320/2015.58320.The-Records-Of-The-Federal-Convention-Of-1787-Volume-Iii_djvu.txt,"§ 8. The President before he shall enter upon the execution of his office shall take an oath or affirmation, faithfully to execute the same, and to the utmost of his Judgment & power to protect the rights of the ..."
4,Fourth Amendment,21,2,madison_letters_vol_1_0167,madison_letters_vol_1,"Letters and Other Writings of James Madison, Volume 1",James Madison,1769-1793,founders_correspondence,https://archive.org/download/lettersandotherw01madiiala/lettersandotherw01madiiala_djvu.txt,Mr. Henry was elected successor to Mr. Harrison without competition or opposition. The victims to the article requiring a triennial removal of two counsellors were Merriwether Smith and General Christian. Young Mr. Roane and Mr. Miles Sel- den take their ...
4,Fourth Amendment,22,2,madison_letters_vol_2_0086,madison_letters_vol_2,"Letters and Other Writings of James Madison, Volume 2",James Madison,1794-1815,founders_correspondence,https://archive.org/download/lettersandotherw02madiiala/lettersandotherw02madiiala_djvu.txt,"the United States, of all nations, ought to be the last to unite in a retrograde effort on this subject, as being more than any other interested in extending and establishing the commercial rights of neutral nations. Their situation particularly ..."
4,Fourth Amendment,23,2,madison_letters_vol_2_0282,madison_letters_vol_2,"Letters and Other Writings of James Madison, Volume 2",James Madison,1794-1815,founders_correspondence,https://archive.org/download/lettersandotherw02madiiala/lettersandotherw02madiiala_djvu.txt,""" On the other hand, whenever I am at war with a nation, both my safety and welfare prompt me to deprive it as much as possible of every thing which may enable it to resist or hurt me. Here ..."
4,Fourth Amendment,24,2,madison_letters_vol_2_0424,madison_letters_vol_2,"Letters and Other Writings of James Madison, Volume 2",James Madison,1794-1815,founders_correspondence,https://archive.org/download/lettersandotherw02madiiala/lettersandotherw02madiiala_djvu.txt,"the difficulty of proof may have the same effect in producing condemnation. He recollects also that in the event of an ac- quittal the costs* will, where there is the least color for seiz- ure, be thrown on the claimants; ..."
4,Fourth Amendment,25,2,madison_letters_vol_3_0450,madison_letters_vol_3,"Letters and Other Writings of James Madison, Volume 3",James Madison,1816-1828,founders_correspondence,https://archive.org/download/lettersotherwrit03madi/lettersotherwrit03madi_djvu.txt,"On the first point, it is understood that warrants on account, though not ex- pressly authorized by statute, have been in constant use by all the Heads of Departments from the commencement of the present Government ; that the expediency ..."
4,Fourth Amendment,26,2,madison_letters_vol_4_0336,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"In explaining the proceedings of Virginia in 1798-99, the state of things at that time was the more properly appealed to as it has been too much overlooked. The doctrines combated are always a key to the arguments employed. It ..."
4,Fourth Amendment,27,2,madison_letters_vol_4_0529,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"Government is instituted to protect property of every sort; as well that which lies in the various rights of individuals, as that which the term particu- larly expresses. This being the end of government, that alone is a just gov- ..."
4,Fourth Amendment,28,2,madison_letters_vol_4_0590,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"A third observation is, that were it admitted, as is contended, that the "" act concerning aliens "" has for its object, not a penal, but a preventive justice, it would still remain to be proved that it comes within ..."
4,Fourth Amendment,29,2,madison_letters_vol_4_0653,madison_letters_vol_4,"Letters and Other Writings of James Madison, Volume 4",James Madison,1829-1836,founders_correspondence,https://archive.org/download/lettersotherwrit04madi/lettersotherwrit04madi_djvu.txt,"- 204 21 December, "" - - 212 May, 1832 - - 217 29 May, "" - - 218 4 December, "" - - 227 23 December, "" - - 228 18 January, 1833 - - 267 25 August, 1834 ..."
4,Fourth Amendment,30,2,hamilton_works_vol_2_0198,hamilton_works_vol_2,"The Works of Alexander Hamilton, Volume 2",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/alexanderworksof02hamirich/alexanderworksof02hamirich_djvu.txt,"That, upon all stills employed in distilling spirits from materials of the growth or production of the United States, in any other place than a city, town, or village, there be paid the yearly sum of sixty cents, for every ..."
5,Fifth Amendment,1,9,congressional_debates_bill_of_rights_1789_0001,congressional_debates_bill_of_rights_1789,Congressional Debates on the Bill of Rights,United States Congress,1789,bill_of_rights,https://memory.loc.gov/ammem/amlaw/lwac.html,"SECOND AMENDMENT - RIGHT TO BEAR ARMS Madison's original formulation stated: ""The right of the people to keep and bear arms shall not be infringed; a well armed and well regulated militia being the best security of a free country: ..."
5,Fifth Amendment,2,6,anti_federalist_positions_bill_of_rights_0002,anti_federalist_positions_bill_of_rights,Anti-Federalist Positions and Bill of Rights Influence,Various Anti-Federalist Writers,1787-1791,bill_of_rights,https://constitution.org/1-Constitution/afp/afp.htm,"""No person shall be compelled to render military service in person if conscientiously opposed to bearing arms; nor shall any person be compelled to pay a tax to support the worship of any religion opposite to their conscientious belief."" 2. ..."
5,Fifth Amendment,3,5,bill_of_rights_original_text_1791_0000,bill_of_rights_original_text_1791,Bill of Rights - Original Text,United States Congress,1791-12-15,bill_of_rights,https://www.archives.gov/founding-docs/bill-of-rights-transcript,"THE BILL OF RIGHTS United States of America Ratified December 15, 1791 AMENDMENT I Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press; ..."
5,Fifth Amendment,4,3,bill_of_rights_index_0002,bill_of_rights_index,Bill of Rights Index and Research Guide,Compiled Research Notes,1787-1791,bill_of_rights,https://github.com/timothyhartzog/Usa-constitution-orginal/blob/main/docs/BILL_OF_RIGHTS_README.md,"1. INDIVIDUAL RIGHTS PROTECTION - First Amendment freedoms (speech, religion, press, assembly, petition) - Due process protections (Fifth Amendment) - Trial procedures and jury rights (Sixth Amendment) - Criminal procedure protections (Fourth, Fifth, Sixth, Eighth Amendments) - Property rights (Fifth ..."
5,Fifth Amendment,5,3,hamilton_works_vol_5_0290,hamilton_works_vol_5,"The Works of Alexander Hamilton, Volume 5",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander05hamirich/ofalexander05hamirich_djvu.txt,"The objects protected by the tenth article are classed under four heads: i, Debts of individuals to individuals; 2, property of individuals in the public funds; 3, property of individuals in public banks; Camillas 413 4, property of individuals in ..."
5,Fifth Amendment,6,3,hamilton_works_vol_8_0293,hamilton_works_vol_8,"The Works of Alexander Hamilton, Volume 8",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander08hamirich/ofalexander08hamirich_djvu.txt,"question, and in common parlance it is that to which we resort to show guilt. II. Mod., the Queen vs. Brown, will explain how it is to be found. Nay, in this very case, when the counsel for the defendant ..."
5,Fifth Amendment,7,3,jefferson_writings_vol_5_0086,jefferson_writings_vol_5,"The Writings of Thomas Jefferson, Volume 5",Thomas Jefferson,1793-1798,founders_correspondence,https://www.gutenberg.org/cache/epub/53767/pg53767.txt,"DEAR SIR,--We are this moment informed by a person who left Richmond since the 22d, that the prosecution of Burr had begun under very inauspicious symptoms by the challenging and rejecting two members of the Grand Jury, as far above ..."
5,Fifth Amendment,8,2,bill_of_rights_key_figures_0000,bill_of_rights_key_figures,Bill of Rights Key Figures,Compiled Research Notes,1787-1791,bill_of_rights,https://github.com/timothyhartzog/Usa-constitution-orginal/blob/main/docs/BILL_OF_RIGHTS_README.md,"KEY FIGURES IN THE BILL OF RIGHTS 1787-1791 --- JAMES MADISON (1751-1836) ""Father of the Constitution"" and Primary Author of the Bill of Rights BIOGRAPHICAL SUMMARY James Madison was a delegate to the Constitutional Convention, a member of the First ..."
5,Fifth Amendment,9,2,bill_of_rights_key_figures_0003,bill_of_rights_key_figures,Bill of Rights Key Figures,Compiled Research Notes,1787-1791,bill_of_rights,https://github.com/timothyhartzog/Usa-constitution-orginal/blob/main/docs/BILL_OF_RIGHTS_README.md,"1. OPPOSITION TO THE CONSTITUTION Henry was the principal opponent of the Constitution in Virginia's ratifying convention, arguing that the document contained insufficient protections for individual rights and granted too much power to a central government. 2. DEMAND FOR AMENDMENTS ..."
5,Fifth Amendment,10,2,hamilton_works_vol_5_0311,hamilton_works_vol_5,"The Works of Alexander Hamilton, Volume 5",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander05hamirich/ofalexander05hamirich_djvu.txt,"The Government of Great Britain, in consequence of this proceeding, passed ten different acts, the objects of which were to prevent the payment of those bills, and to secure the sums due for the benefit of the original creditors. These ..."
5,Fifth Amendment,11,2,hamilton_works_vol_8_0021,hamilton_works_vol_8,"The Works of Alexander Hamilton, Volume 8",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander08hamirich/ofalexander08hamirich_djvu.txt,"the Constitution, but by the law of the land or the judgment of his peers. Some gentlemen hold that the law of the land will include an act of the Legislature. But Lord Coke, that great luminary of the law, ..."
5,Fifth Amendment,12,2,hamilton_works_vol_8_0325,hamilton_works_vol_8,"The Works of Alexander Hamilton, Volume 8",Alexander Hamilton,1769-1804,founders_correspondence,https://archive.org/download/ofalexander08hamirich/ofalexander08hamirich_djvu.txt,"Indeed, war, in the modern system of it, offers but two options — credit or the devastation of private property. T is impossible merely with that portion of the income of the community which can be spared from the wants, ..."
5,Fifth Amendment,13,2,jefferson_writings_vol_4_0222,jefferson_writings_vol_4,"The Writings of Thomas Jefferson, Volume 4",Thomas Jefferson,1789-1793,founders_correspondence,https://www.gutenberg.org/cache/epub/53603/pg53603.txt,"TO JOHN F. MERCER, ESQ. MONTICELLO, September 5, 1797. DEAR SIR,--We have now with us our friend Monroe. He is engaged in stating his conduct for the information of the public. As yet, however, he has done little, being too ..."
5,Fifth Amendment,14,2,jefferson_writings_vol_8_0596,jefferson_writings_vol_8,"The Writings of Thomas Jefferson, Volume 8",Thomas Jefferson,1807-1815,founders_correspondence,https://www.gutenberg.org/cache/epub/56313/pg56313.txt,"opinion that the court has been in error in deciding the batture to be private property. On the 13th of November he again writes, 'I should be wanting in duty did I not earnestly recommend the subject of the batture ..."
5,Fifth Amendment,15,1,new_york_ratification_1788_0001,new_york_ratification_1788,New York Ratification and Circular Letter,New York Ratifying Convention,1788-07-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratny.asp,"That standing Armies in time of Peace are dangerous to Liberty, and ought not to be kept up, except in Cases of necessity; and that at all times, the Military should be under strict Subordination to the civil Power. That ..."
5,Fifth Amendment,16,1,new_york_ratification_1788_0002,new_york_ratification_1788,New York Ratification and Circular Letter,New York Ratifying Convention,1788-07-26,anti_federalist,https://avalon.law.yale.edu/18th_century/ratny.asp,"That (except in the Government of the Land and Naval Forces, and of the Militia when in actual Service, and in cases of Impeachment) a Presentment or Indictment by a Grand Jury ought to be observed as a necessary preliminary ..."
5,Fifth Amendment,17,1,henry_speeches_virginia_1788_0438,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"What is there left to the state courts? Will any gentleman be pleased, candidly, fairly, and without sophistry, to show us what remains? There is no limitation. It goes to every thing. The inferior courts are to be as numerous ..."
5,Fifth Amendment,18,1,henry_speeches_virginia_1788_0449,henry_speeches_virginia_1788,Patrick Henry — Speeches at the Virginia Ratifying Convention (June 1788),Patrick Henry,1788-06-04/1788-06-25,anti_federalist,https://avalon.law.yale.edu/18th_century/henry.asp,"brought on thirty thousand of our people, with respect to disputed lands. I am personally endangered as an inhabitant of the Northern Neck. The people of that part will be obliged, by the operation of this power, to pay the ..."
5,Fifth Amendment,19,1,anti_federalist_positions_bill_of_rights_0001,anti_federalist_positions_bill_of_rights,Anti-Federalist Positions and Bill of Rights Influence,Various Anti-Federalist Writers,1787-1791,bill_of_rights,https://constitution.org/1-Constitution/afp/afp.htm,"Impact: The Brutus essays were widely read and influential in shaping Anti-Federalist thought. They provided intellectual ammunition for those demanding a bill of rights as a condition of ratification. OTHER ANTI-FEDERALIST PSEUDONYMS AND WRITERS ""The Federal Farmer"" - Letters emphasizing ..."
5,Fifth Amendment,20,1,anti_federalist_positions_bill_of_rights_0003,anti_federalist_positions_bill_of_rights,Anti-Federalist Positions and Bill of Rights Influence,Various Anti-Federalist Writers,1787-1791,bill_of_rights,https://constitution.org/1-Constitution/afp/afp.htm,2. FEDERAL STRUCTURE CHANGES Some Anti-Federalists wanted more fundamental changes to federal structure: - Direct election of senators - Limitation on re-election of the president - Greater restrictions on federal taxation power - Requirements for supermajorities on certain federal actions ...
5,Fifth Amendment,21,1,bill_of_rights_index_0000,bill_of_rights_index,Bill of Rights Index and Research Guide,Compiled Research Notes,1787-1791,bill_of_rights,https://github.com/timothyhartzog/Usa-constitution-orginal/blob/main/docs/BILL_OF_RIGHTS_README.md,"BILL OF RIGHTS COLLECTION INDEX Comprehensive Documentation for Research and RAG Building --- COLLECTION OVERVIEW This Bill of Rights collection provides comprehensive primary and secondary source materials documenting the historical development, debates, and ratification of the first ten amendments to ..."
5,Fifth Amendment,22,1,bill_of_rights_index_0001,bill_of_rights_index,Bill of Rights Index and Research Guide,Compiled Research Notes,1787-1791,bill_of_rights,https://github.com/timothyhartzog/Usa-constitution-orginal/blob/main/docs/BILL_OF_RIGHTS_README.md,4. CONGRESSIONAL_DEBATES_BILL_OF_RIGHTS_1789.TXT - Content Type: Secondary Source with Primary Document References - Date Range: June - September 1789 - Coverage: House and Senate debates and deliberations - Key Topics: * Madison's introduction and initial response * Opposition from Roger Sherman ...
5,Fifth Amendment,23,1,madison_speech_bill_of_rights_1789_06_08_0001,madison_speech_bill_of_rights_1789_06_08,James Madison's Speech Introducing Amendments to Congress,James Madison,1789-06-08,bill_of_rights,https://founders.archives.gov/documents/Madison/01-12-02-0126,"It will be proper, I think, to go on with this business immediately after the session opens. The public mind is wound up and agitated on this subject; and, so far as I can perceive, from the present correspondence with ..."
5,Fifth Amendment,24,1,jefferson_madison_correspondence_bill_of_rights_0001,jefferson_madison_correspondence_bill_of_rights,Jefferson-Madison Correspondence on the Bill of Rights,Thomas Jefferson and James Madison,1787-1789,bill_of_rights,https://founders.archives.gov/,"Madison's initial argument against a bill of rights was that such a document would be merely ""a parchment barrier"" providing no real protections. He believed that: 1. The enumeration of rights might be incomplete 2. Written protections could not guarantee ..."
5,Fifth Amendment,25,1,farrand_records_vol_1_0417,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"July 28, 1 788. Mr. Davie. Mr. Chairman, although treaties are mere con- ventional acts between the contracting parties, yet, by the law of nations, they are the supreme law of the land to their respective citizens or subjects. All ..."
5,Fifth Amendment,26,1,farrand_records_vol_1_0419,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,... I have only to add the principle upon which the General Convention went — that the power of making treaties could no- where be so safely lodged as in the President and Senate; and the extreme jealousy subsisting between ...
5,Fifth Amendment,27,1,farrand_records_vol_1_0420,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"or intermeddled with in that situation, although its baneful tendency was obvious and undeniable. It was, however, effecting an impor- tant object to put bounds to this growing mischief. If the states had been compelled to sink the paper money ..."
5,Fifth Amendment,28,1,farrand_records_vol_1_0485,farrand_records_vol_1,"The Records of the Federal Convention of 1787, Volume 1",Max Farrand,1787-05-25/1787-07-26,farrands_records,https://archive.org/download/recordsfederalc00farrgoog/recordsfederalc00farrgoog_djvu.txt,"Luther Martin, [attorney for the defence]: . . . We have been told by an honorable Manager, (Mr. Campbell,) that the power of trying impeachments was lodged in the Senate with the most perfect propriety; for two reasons — the ..."
5,Fifth Amendment,29,1,farrand_records_vol_2_0419,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,"July 28, 1788. Mr. Davie. Mr. Chairman, although treaties are mere con- ventional acts between the contracting parties, yet, by the law of nations, they are the supreme law of the land to their respective citizens or subjects. All civilized ..."
5,Fifth Amendment,30,1,farrand_records_vol_2_0421,farrand_records_vol_2,"The Records of the Federal Convention of 1787, Volume 2",Max Farrand,1787-07-27/1787-09-17,farrands_records,https://archive.org/download/recordsfederalc01farrgoog/recordsfederalc01farrgoog_djvu.txt,... I have only to add the principle upon which the General Convention went — that the power of making treaties could no- where be so safely lodged as in the President and Senate; and the extreme jealousy subsisting between ...
